,x_min,y_min,z_min,x_max,y_max,z_max,x_std,y_std,z_std,x_mean,y_mean,z_mean,x_slope,y_slope,z_slope,x_zc,y_zc,z_zc,x_mmd,y_mmd,z_mmd,label,label_subcategory
0,-9,-5,-13,7,11,3,4,4,3,-3,3,-5,0,0,0,3,12,7,223,321,438,0,CSI
0,0,-11,-2,10,4,11,1,4,3,3,-3,5,0,0,0,4,1,14,361,391,119,0,CSI
0,-8,-4,-5,5,14,13,2,4,3,0,1,7,0,0,0,11,7,3,38,85,50,0,CSI
0,-10,-15,-1,7,6,12,2,5,3,-1,-1,6,0,0,0,21,7,3,391,570,591,0,CSI
0,-2,-6,-3,8,17,12,2,5,3,2,3,5,0,0,0,13,3,9,358,369,270,0,CSI
0,-7,-18,-5,7,8,13,3,4,4,2,-4,4,0,0,0,17,18,9,643,333,178,0,CSI
0,-12,-5,-17,5,13,8,3,5,4,-2,3,-5,0,0,0,19,17,8,328,304,191,0,CSI
0,-4,3,0,7,14,12,3,1,2,0,7,4,0,0,0,1,0,12,306,230,535,0,CSI
0,-5,-5,-2,8,18,11,3,5,3,1,3,5,0,0,0,23,5,11,178,235,152,0,CSI
0,0,-5,-1,9,13,10,2,5,3,3,4,3,0,0,0,4,3,9,462,491,477,0,CSI
0,-8,-4,-1,7,19,15,2,5,4,0,6,3,0,0,0,18,9,16,235,227,275,0,CSI
0,-3,-7,-11,10,14,2,1,5,4,2,4,-5,0,0,0,12,5,1,70,275,438,0,CSI
0,-4,-5,-4,15,17,10,3,4,3,3,4,3,0,0,0,11,8,19,37,387,114,0,CSI
0,-1,-2,-4,6,12,10,1,3,4,3,4,5,0,0,0,4,4,5,294,268,162,0,CSI
0,0,-7,0,8,11,12,1,4,3,4,0,6,0,0,0,2,3,10,230,105,227,0,CSI
0,-4,-6,0,6,13,13,2,5,3,1,4,5,0,0,0,9,9,8,90,196,524,0,CSI
0,-6,-6,-1,6,18,13,2,5,3,1,2,6,0,0,0,15,7,7,113,276,328,0,CSI
0,-7,-17,-2,7,3,15,3,4,4,0,-4,4,0,0,0,9,9,9,392,641,382,0,CSI
0,-4,-3,-3,9,19,10,2,5,3,2,1,6,0,0,0,12,9,3,246,333,141,0,CSI
0,-4,-7,-6,6,18,12,1,5,4,0,2,5,0,0,0,17,3,7,324,351,419,0,CSI
0,-7,-7,-12,5,10,2,1,5,4,-1,3,-5,0,0,0,11,3,9,127,348,481,0,CSI
0,-8,-8,-14,4,12,5,3,4,3,-2,2,-5,0,0,0,9,14,5,372,347,199,0,CSI
0,-9,-6,-10,9,15,8,4,4,3,-3,3,-5,0,0,0,15,14,9,236,347,391,0,CSI
0,-5,-10,-1,8,17,14,2,6,4,0,1,6,0,0,0,16,7,7,247,184,263,0,CSI
0,-6,-5,-4,9,18,12,3,5,3,2,3,4,0,0,0,19,1,5,147,212,171,0,CSI
0,-2,-5,-2,5,12,13,1,5,4,2,3,5,0,0,0,21,11,16,311,418,486,0,CSI
0,-3,4,-1,9,12,9,3,2,3,0,7,3,0,0,0,3,0,9,289,104,332,0,CSI
0,-13,-5,1,2,11,13,2,4,2,-4,1,6,0,0,0,2,5,0,115,369,230,0,CSI
0,0,-7,-2,6,11,10,1,5,4,3,3,5,0,0,0,4,9,5,64,284,700,0,CSI
0,-2,-7,-1,10,11,12,2,5,3,4,2,4,0,0,0,2,5,11,137,268,132,0,CSI
0,-6,-9,0,0,7,10,1,5,3,-2,-1,6,0,0,0,0,5,14,308,554,409,0,CSI
0,-2,-5,-2,7,16,10,1,5,3,2,4,5,0,0,0,6,17,15,19,409,168,0,CSI
0,-9,-10,-1,3,4,14,3,4,3,-2,-3,5,0,0,0,9,6,3,399,308,255,0,CSI
0,-8,-2,-11,5,15,1,4,3,3,-3,3,-5,0,0,0,7,10,11,191,247,110,0,CSI
0,0,-7,0,8,10,13,1,5,3,3,1,5,0,0,0,4,7,7,102,87,313,0,CSI
0,-11,-5,-8,-1,10,1,2,4,2,-6,1,-3,0,0,0,0,3,1,381,234,258,0,CSI
0,-2,-16,-2,11,4,15,1,5,4,3,-3,4,0,0,0,4,9,11,684,435,107,0,CSI
0,0,-6,-4,12,18,11,3,5,2,4,1,4,0,0,0,9,3,13,344,230,213,0,CSI
0,-2,-4,-4,11,15,10,3,4,2,4,4,4,0,0,0,13,8,12,324,347,241,0,CSI
0,-4,2,-1,6,14,12,2,3,3,0,5,5,0,0,0,13,0,3,166,309,254,0,CSI
0,-5,0,-3,7,10,8,4,2,3,1,7,3,0,0,0,1,2,1,586,360,595,0,CSI
0,-18,-3,-16,6,19,7,3,5,3,-4,4,-4,0,0,0,18,31,13,27,199,181,0,CSI
0,-1,-3,-1,8,10,10,1,3,2,4,2,6,0,0,0,2,8,6,144,354,205,0,CSI
0,0,-6,-2,6,15,9,1,5,4,3,4,4,0,0,0,0,11,15,254,496,588,0,CSI
0,-5,-8,-2,4,17,13,1,6,3,0,1,6,0,0,0,30,1,9,96,325,293,0,CSI
0,-17,-6,-15,4,15,2,3,6,2,-4,1,-5,0,0,0,12,3,15,36,474,244,0,CSI
0,-11,-5,-13,8,12,7,3,6,4,-3,3,-3,0,0,0,9,5,9,309,510,235,0,CSI
0,-7,-9,-1,6,15,16,2,5,2,-2,0,6,0,0,0,16,3,7,16,116,186,0,CSI
0,-11,-7,-15,9,18,10,3,5,4,-2,3,-5,0,0,0,15,11,24,55,321,28,0,CSI
0,-14,-7,-4,7,19,17,4,6,3,-5,1,1,0,0,0,11,5,21,375,280,269,0,CSI
0,-10,-4,-13,2,11,2,3,5,3,-5,2,-4,0,0,0,1,1,1,295,226,197,0,CSI
0,-7,-5,-1,0,11,10,1,4,3,-4,3,5,0,0,0,2,3,12,515,552,705,0,CSI
0,-9,-6,-13,5,12,4,2,5,3,-4,1,-5,0,0,0,9,5,10,486,408,478,0,CSI
0,-1,-6,-2,12,18,13,3,5,3,3,2,5,0,0,0,15,7,7,60,237,212,0,CSI
0,0,-8,-3,8,9,10,1,5,3,5,0,4,0,0,0,0,1,5,41,251,443,0,CSI
0,-6,-6,-12,4,10,4,3,5,4,-1,3,-5,0,0,0,9,5,11,180,288,289,0,CSI
0,-5,0,-2,6,11,9,3,2,3,2,4,5,0,0,0,5,0,3,130,167,139,0,CSI
0,-3,-4,-3,9,15,15,3,4,3,3,3,5,0,0,0,19,26,6,139,376,284,0,CSI
0,-10,-5,-3,0,14,11,1,4,3,-4,3,4,0,0,0,0,14,1,193,359,309,0,CSI
0,-9,-4,0,2,15,11,2,5,3,-3,2,5,0,0,0,6,1,4,518,421,206,0,CSI
0,-5,-1,-12,3,12,0,1,3,4,-1,4,-6,0,0,0,18,4,10,325,282,328,0,CSI
0,-9,-4,-3,11,15,12,5,3,3,2,5,3,0,0,0,11,2,17,259,451,378,0,CSI
0,-7,-7,-13,6,13,2,2,6,3,-1,1,-6,0,0,0,13,3,6,120,185,204,0,CSI
0,-2,-4,-4,16,18,11,3,5,3,2,1,5,0,0,0,17,5,6,487,332,352,0,CSI
0,-15,-10,-13,6,17,0,4,6,2,-4,2,-5,0,0,0,11,7,3,29,266,172,0,CSI
0,-6,-6,-12,3,10,1,2,5,4,-1,3,-4,0,0,0,17,3,7,145,301,320,0,CSI
0,-4,-8,-5,10,18,14,2,5,3,3,2,6,0,0,0,10,13,14,153,286,190,0,CSI
0,-10,-7,-10,3,16,8,3,5,3,-4,3,-4,0,0,0,9,19,11,242,178,162,0,CSI
0,-12,-2,-17,4,16,1,2,4,3,-1,4,-6,0,0,0,13,19,8,63,558,342,0,CSI
0,-6,-10,-1,12,17,15,2,5,4,0,1,6,0,0,0,18,7,11,60,73,198,0,CSI
0,-8,-4,0,3,15,10,2,5,2,-3,2,5,0,0,0,9,7,2,396,266,271,0,CSI
0,-1,-3,-2,9,10,7,3,3,3,3,6,2,0,0,0,6,2,3,680,433,782,0,CSI
0,-9,-6,-17,2,13,3,2,5,4,-2,3,-4,0,0,0,13,3,15,67,514,576,0,CSI
0,-4,-7,-6,17,19,17,3,5,4,2,2,5,0,0,0,24,11,6,24,240,24,0,CSI
0,-11,-5,-13,9,12,9,3,5,4,-2,5,-3,0,0,0,19,3,30,220,271,218,0,CSI
0,-3,-5,-1,7,10,11,2,5,4,3,3,5,0,0,0,7,7,1,70,406,678,0,CSI
0,-10,-6,-18,7,15,0,4,4,3,0,3,-6,0,0,0,9,20,0,456,143,168,0,CSI
0,-1,-6,-3,7,17,10,1,5,4,3,3,4,0,0,0,6,3,17,332,498,583,0,CSI
0,-6,-8,-5,5,16,13,2,5,3,0,2,6,0,0,0,21,5,9,545,326,379,0,CSI
0,-12,-2,0,4,17,10,4,4,2,-4,2,6,0,0,0,7,14,2,482,296,189,0,CSI
0,-2,-5,-2,13,18,13,3,5,3,4,2,4,0,0,0,13,5,10,61,250,315,0,CSI
0,-5,-5,-5,11,18,13,3,5,3,3,4,3,0,0,0,11,17,13,216,393,219,0,CSI
0,-4,-6,-1,4,11,13,1,5,3,1,1,6,0,0,0,16,9,1,93,186,540,0,CSI
0,-7,-6,-12,3,10,1,2,5,4,-2,3,-5,0,0,0,13,3,1,355,300,376,0,CSI
0,-10,-5,-12,1,11,4,3,5,3,-5,2,-4,0,0,0,6,3,13,320,237,226,0,CSI
0,-4,-6,-3,8,14,16,2,5,4,1,4,4,0,0,0,17,9,14,550,349,435,0,CSI
0,-16,-10,-1,4,7,11,1,5,3,-2,-1,6,0,0,0,4,1,1,24,559,264,0,CSI
0,-1,-6,-1,7,11,10,1,5,3,3,3,4,0,0,0,4,5,9,424,313,294,0,CSI
0,-4,-6,-4,10,14,14,2,5,4,3,3,4,0,0,0,18,11,21,478,568,209,0,CSI
0,-2,-3,-3,10,10,7,3,3,3,4,5,2,0,0,0,3,2,5,355,445,753,0,CSI
0,-9,-6,-16,1,12,3,2,5,3,-2,6,-2,0,0,0,12,3,18,372,418,467,0,CSI
0,-4,-12,-5,7,18,13,1,6,3,2,4,4,0,0,0,8,5,12,110,289,357,0,CSI
0,-3,-8,-3,7,18,13,2,5,3,3,2,5,0,0,0,12,11,7,304,293,336,0,CSI
0,-4,1,0,5,14,10,3,2,3,0,6,5,0,0,0,10,0,8,425,357,564,0,CSI
0,-2,-3,-2,6,11,9,2,3,3,3,4,5,0,0,0,6,2,11,312,225,217,0,CSI
0,-10,-8,-3,2,17,15,2,5,4,-2,3,5,0,0,0,16,3,17,239,329,229,0,CSI
0,-1,-7,-4,8,17,14,2,5,3,4,2,5,0,0,0,8,9,5,341,342,170,0,CSI
0,-12,-6,-16,1,15,0,2,5,2,-4,1,-5,0,0,0,8,7,8,88,419,281,0,CSI
0,-8,-6,-3,7,15,11,3,4,3,1,3,5,0,0,0,11,7,15,354,438,144,0,CSI
0,-5,-7,-15,7,17,2,1,6,3,0,0,-6,0,0,0,15,5,8,127,331,253,0,CSI
0,-7,-7,-1,8,16,13,4,5,3,1,1,6,0,0,0,9,3,9,335,280,165,0,CSI
0,-2,-14,-10,10,7,2,3,5,3,4,-3,-3,0,0,0,6,5,13,205,384,457,0,CSI
0,-15,-3,-3,6,11,11,5,3,4,-1,3,5,0,0,0,1,10,17,229,541,402,0,CSI
0,-1,-6,-1,8,13,13,1,5,3,2,4,4,0,0,0,12,11,2,107,411,479,0,CSI
0,-6,-7,-4,10,14,9,3,5,3,5,3,3,0,0,0,9,5,13,345,470,59,0,CSI
0,-7,-4,-3,10,18,15,3,5,4,-1,2,6,0,0,0,9,9,1,347,301,232,0,CSI
0,-2,-4,-1,6,12,12,2,5,3,1,4,5,0,0,0,15,7,18,386,532,337,0,CSI
0,-9,-15,-1,6,5,13,2,5,3,-1,-2,6,0,0,0,22,7,10,101,227,249,0,CSI
0,-9,-8,-6,6,18,11,2,5,4,0,3,5,0,0,0,25,3,9,27,361,436,0,CSI
0,-2,-15,-12,9,6,3,3,5,3,4,-2,-4,0,0,0,9,7,5,474,344,200,0,CSI
0,-5,-3,-12,2,12,0,1,4,4,-1,4,-6,0,0,0,11,12,12,75,324,412,0,CSI
0,-12,-6,-10,-1,11,5,2,6,3,-5,0,-3,0,0,0,0,3,5,73,415,222,0,CSI
0,-9,-5,-14,5,15,3,3,5,3,-4,3,-4,0,0,0,12,13,5,373,357,249,0,CSI
0,-5,-17,-3,2,8,12,1,6,3,-1,0,6,0,0,0,16,3,5,137,348,200,0,CSI
0,-2,-5,-3,9,17,13,3,6,3,4,3,3,0,0,0,10,5,9,235,403,234,0,CSI
0,-2,-7,-1,5,18,12,1,6,3,1,1,6,0,0,0,12,1,4,185,319,212,0,CSI
0,0,-1,-4,7,11,9,2,4,3,4,4,4,0,0,0,2,8,7,277,257,144,0,CSI
0,-9,-5,0,2,12,10,3,5,3,-3,3,5,0,0,0,7,9,5,589,306,414,0,CSI
0,-8,-5,-1,2,15,11,2,5,3,-3,1,5,0,0,0,8,1,6,495,284,180,0,CSI
0,-6,-4,-3,8,18,14,2,5,3,-1,2,6,0,0,0,9,3,4,815,553,193,0,CSI
0,-3,-9,0,2,6,11,1,5,3,-1,-1,6,0,0,0,12,1,2,381,538,302,0,CSI
0,-5,-7,-4,5,17,13,1,5,3,0,2,6,0,0,0,19,3,9,22,375,535,0,CSI
0,-1,-5,-5,10,12,12,2,6,3,4,2,4,0,0,0,7,5,5,309,387,527,0,CSI
0,-2,-9,0,8,14,12,1,5,3,2,3,5,0,0,0,7,5,5,80,336,189,0,CSI
0,-4,-2,-1,6,11,10,2,3,3,2,4,6,0,0,0,6,2,1,142,206,266,0,CSI
0,-11,-11,-3,4,13,16,2,5,4,-1,2,5,0,0,0,7,9,10,217,328,223,0,CSI
0,-5,-10,-1,1,6,11,1,5,3,-2,-1,5,0,0,0,9,1,11,306,449,453,0,CSI
0,-10,-5,-14,2,18,5,1,6,4,-5,1,-4,0,0,0,2,5,9,149,221,170,0,CSI
0,-10,-7,-16,3,18,2,2,5,4,-2,3,-5,0,0,0,17,3,15,293,378,466,0,CSI
0,-4,-6,-4,6,16,12,2,5,4,1,3,5,0,0,0,11,7,17,270,346,256,0,CSI
0,-1,-2,-3,7,12,10,2,4,3,3,4,4,0,0,0,4,2,9,101,235,165,0,CSI
0,-10,-17,-2,8,4,16,4,4,3,0,-4,4,0,0,0,7,12,9,100,125,256,0,CSI
0,0,-7,-1,7,10,11,2,5,3,3,2,5,0,0,0,8,5,15,386,400,503,0,CSI
0,-4,-6,-1,7,10,11,2,5,3,2,2,6,0,0,0,9,11,1,337,526,622,0,CSI
0,-10,-5,-16,3,11,3,2,5,4,-1,6,-3,0,0,0,19,7,12,608,557,620,0,CSI
0,0,-5,-2,7,16,10,1,5,4,3,4,4,0,0,0,4,5,15,73,520,306,0,CSI
0,-9,-3,2,1,12,13,2,4,1,-4,0,7,0,0,0,2,5,0,130,278,201,0,CSI
0,-3,-5,-2,6,17,9,2,5,3,2,3,5,0,0,0,11,3,15,279,386,546,0,CSI
0,-11,-6,-11,5,11,2,3,4,3,-4,2,-5,0,0,0,17,5,13,143,256,218,0,CSI
0,-8,-7,-15,5,15,2,2,5,4,-2,4,-4,0,0,0,13,3,12,450,516,557,0,CSI
0,-7,-6,-7,7,11,12,3,5,4,1,4,4,0,0,0,15,5,15,622,485,613,0,CSI
0,-13,-6,-13,5,18,1,3,5,3,-3,1,-6,0,0,0,8,11,3,73,289,273,0,CSI
0,-6,-7,0,9,15,15,2,5,4,0,3,5,0,0,0,20,7,17,216,399,577,0,CSI
0,-2,-14,-10,11,6,3,3,5,3,5,-2,-3,0,0,0,7,5,13,256,348,161,0,CSI
0,-13,-9,0,9,16,17,2,5,2,-2,0,6,0,0,0,10,3,5,26,142,221,0,CSI
0,0,-1,-3,6,13,10,1,3,4,3,5,4,0,0,0,2,6,7,307,179,166,0,CSI
0,-11,-5,-10,5,15,7,3,5,3,-4,3,-4,0,0,0,11,13,9,239,355,232,0,CSI
0,-10,-2,-14,4,14,6,2,4,3,-2,3,-6,0,0,0,20,21,8,613,488,23,0,CSI
0,-2,-10,-2,11,13,13,3,5,3,4,3,4,0,0,0,7,11,11,442,324,232,0,CSI
0,-5,-4,-5,10,15,12,3,4,2,4,3,4,0,0,0,15,6,14,298,359,247,0,CSI
0,-13,-2,-11,5,12,1,3,4,2,-4,4,-4,0,0,0,4,13,10,246,445,508,0,CSI
0,-4,-8,-1,8,11,14,1,5,4,1,3,5,0,0,0,12,9,11,88,398,433,0,CSI
0,-10,-3,-16,12,14,0,4,4,3,0,3,-6,0,0,0,9,29,5,514,500,286,0,CSI
0,-1,-6,0,6,10,9,2,5,3,2,3,5,0,0,0,5,1,3,402,523,691,0,CSI
0,-4,0,-4,5,12,14,2,3,3,0,4,6,0,0,0,8,2,2,245,449,276,0,CSI
0,-4,-5,-3,9,17,12,3,5,3,3,3,4,0,0,0,11,7,5,302,199,150,0,CSI
0,-2,-9,0,8,5,12,2,4,3,4,-1,5,0,0,0,8,3,4,639,352,326,0,CSI
0,-7,-10,-1,3,6,12,3,4,3,-2,-2,5,0,0,0,3,8,1,279,332,273,0,CSI
0,-9,-7,-16,2,11,4,2,5,4,-2,4,-3,0,0,0,12,5,13,480,525,589,0,CSI
0,-7,-5,-4,8,11,9,4,4,4,1,4,3,0,0,0,7,17,13,413,244,555,0,CSI
0,-6,2,0,5,13,9,2,2,3,0,6,5,0,0,0,3,0,2,519,535,530,0,CSI
0,-4,-2,-1,5,13,10,1,4,4,1,4,5,0,0,0,10,6,5,121,245,605,0,CSI
0,-9,-6,-1,7,13,13,3,5,3,-1,1,6,0,0,0,15,3,5,392,164,451,0,CSI
0,-1,-4,0,8,11,10,2,4,2,3,2,6,0,0,0,7,6,8,27,306,359,0,CSI
0,-2,-7,-2,7,10,11,1,5,3,1,2,6,0,0,0,23,3,1,67,396,246,0,CSI
0,-3,4,0,6,11,8,3,1,2,0,7,4,0,0,0,1,0,4,526,188,105,0,CSI
0,-1,-7,0,8,11,11,1,4,3,3,0,6,0,0,0,4,1,4,288,152,86,0,CSI
0,-9,-5,-11,5,10,2,4,5,3,-2,2,-5,0,0,0,9,3,9,356,328,350,0,CSI
0,-4,-18,-8,9,8,12,2,5,4,2,-3,5,0,0,0,23,18,13,362,291,172,0,CSI
0,-6,-18,-6,10,8,12,3,4,4,2,-4,5,0,0,0,15,12,7,390,258,319,0,CSI
0,-9,-2,-1,0,10,9,1,4,4,-4,4,4,0,0,0,0,1,11,458,578,698,0,CSI
0,-2,-1,8,1,1,12,0,0,0,1,0,9,0,0,0,3,6,0,300,128,1056,0,SLW
1,-8,0,-6,6,18,12,2,3,3,0,9,1,0,0,0,49,2,67,925,31,184,0,SLW
2,-4,2,-3,5,18,6,1,1,1,0,9,1,0,0,0,21,0,13,28,60,16,0,SLW
3,-7,0,-6,4,18,11,1,2,2,0,9,1,0,0,0,40,2,42,38,33,527,0,SLW
4,-5,0,-7,5,18,11,2,3,3,0,9,0,0,0,0,60,2,75,87,436,188,0,SLW
5,-6,0,-6,5,18,11,2,3,3,0,9,0,0,0,0,69,0,81,30,653,426,0,SLW
6,-5,1,-7,5,18,13,2,3,3,0,9,0,0,0,0,55,0,81,435,197,166,0,SLW
7,-6,-1,-7,5,18,11,2,3,3,0,9,0,0,0,0,60,6,75,708,203,719,0,SLW
8,-5,0,-5,5,18,11,2,3,3,0,9,0,0,0,0,57,0,65,545,665,295,0,SLW
9,-6,0,-6,5,18,14,2,3,3,0,9,0,0,0,0,52,2,80,167,33,185,0,SLW
10,-7,0,-6,5,18,13,2,3,3,0,9,0,0,0,0,62,0,80,30,203,167,0,SLW
11,-6,0,-8,5,18,11,2,3,3,0,9,0,0,0,0,56,0,73,659,31,525,0,SLW
12,-6,0,-7,5,18,11,2,3,3,0,9,0,0,0,0,56,0,73,16,478,181,0,SLW
13,-6,0,-8,6,18,13,2,3,3,0,9,0,0,0,0,56,2,77,491,673,200,0,SLW
14,-10,1,-14,14,19,14,2,4,3,0,9,2,0,0,0,54,0,44,28,54,198,0,SLW
15,-12,-1,-15,12,19,16,2,4,3,0,9,1,0,0,0,55,4,50,627,353,1135,0,SLW
16,-9,2,-7,6,19,15,2,3,3,0,9,1,0,0,0,42,0,65,27,153,409,0,SLW
17,-7,1,-7,9,18,12,2,3,3,0,9,0,0,0,0,57,0,57,856,256,982,0,SLW
18,-8,-1,-6,7,19,15,2,3,3,0,9,0,0,0,0,51,4,79,128,150,234,0,SLW
19,-6,0,-7,7,18,12,2,4,3,0,9,0,0,0,0,55,0,82,81,1106,884,0,SLW
20,-8,1,-9,5,18,11,2,2,2,0,9,0,0,0,0,55,0,52,417,279,158,0,SLW
21,-2,7,-3,2,14,6,0,0,1,0,9,0,0,0,0,32,0,12,253,13,310,0,SLW
22,-9,-5,-2,6,16,15,2,5,3,1,1,7,0,0,0,15,3,11,18,132,414,0,SLW
23,1,-2,8,3,0,10,0,0,0,2,-1,8,0,0,0,0,0,0,204,18,99,0,SLW
24,2,-1,8,2,-1,9,0,0,0,2,-1,9,0,0,0,0,0,0,31,99,90,0,SLW
25,1,-2,8,3,0,10,0,0,0,2,-1,8,0,0,0,0,0,0,183,157,334,0,SLW
26,0,-4,7,4,0,10,0,0,0,2,-1,8,0,0,0,0,0,0,222,41,52,0,SLW
27,-6,-4,-7,9,18,16,1,5,4,0,4,5,0,0,0,32,5,14,19,777,750,0,SLW
28,-3,8,-2,3,11,4,0,0,1,0,9,1,0,0,0,14,0,8,115,35,229,0,SLW
29,0,9,-1,1,10,2,0,0,1,0,9,1,0,0,0,6,0,3,146,719,763,0,SLW
0,-11,1,-4,-5,8,0,0,1,0,-8,3,-3,0,0,0,0,0,0,121,158,167,0,SLW
1,-17,4,-17,5,18,5,3,2,3,-1,10,0,0,0,0,41,0,57,474,53,193,0,SLW
2,-7,7,-12,7,16,4,1,0,1,0,9,0,0,0,0,26,0,61,202,16,374,0,SLW
3,-1,8,-4,2,11,3,0,0,0,0,9,0,0,0,0,35,0,32,30,107,14,0,SLW
4,-17,3,-17,7,19,7,4,3,3,-1,10,0,0,0,0,40,0,50,193,53,706,0,SLW
5,-17,4,-16,8,18,7,4,3,3,0,10,0,0,0,0,39,0,62,644,360,256,0,SLW
6,-17,2,-16,9,19,6,4,3,3,0,10,0,0,0,0,42,0,55,33,49,647,0,SLW
7,-16,2,-16,8,19,6,4,3,3,0,10,0,0,0,0,43,0,48,625,360,554,0,SLW
8,-16,3,-17,7,19,7,4,3,3,0,10,0,0,0,0,42,0,49,351,364,58,0,SLW
9,-16,2,-16,8,19,8,4,3,3,0,10,0,0,0,0,45,0,53,437,501,645,0,SLW
10,-17,3,-16,11,19,7,4,3,3,0,10,0,0,0,0,44,0,51,225,153,235,0,SLW
11,-16,2,-16,8,19,6,4,3,3,0,10,0,0,0,0,42,0,54,32,48,223,0,SLW
12,-16,3,-16,7,19,7,4,3,3,0,10,0,0,0,0,43,0,55,841,159,443,0,SLW
13,-17,2,-16,10,19,8,4,3,3,0,10,0,0,0,0,41,0,53,226,677,242,0,SLW
14,-10,2,-16,8,19,12,3,3,4,-1,9,0,0,0,0,45,0,70,1196,157,173,0,SLW
15,-13,4,-14,8,19,13,3,3,4,-1,10,0,0,0,0,57,0,68,947,40,1128,0,SLW
16,-16,2,-16,10,19,8,4,3,3,0,10,0,0,0,0,42,0,57,227,51,377,0,SLW
17,-17,1,-16,10,19,10,4,3,3,0,10,0,0,0,0,51,0,64,32,509,222,0,SLW
18,-16,1,-16,10,19,8,4,4,3,0,10,0,0,0,0,48,0,56,846,357,470,0,SLW
19,-17,1,-17,9,19,8,5,4,4,0,10,0,0,0,0,47,0,58,382,154,1024,0,SLW
20,-17,2,-16,8,19,8,5,3,3,0,10,0,0,0,0,42,0,52,38,864,1034,0,SLW
21,-17,4,-14,7,19,10,2,2,2,0,10,0,0,0,0,22,0,60,33,88,59,0,SLW
22,-5,8,-12,3,14,5,1,0,1,0,9,0,0,0,0,33,0,40,360,327,23,0,SLW
23,-12,-3,-15,3,19,11,3,4,2,-6,2,-4,0,0,0,10,28,9,621,577,32,0,SLW
24,-8,0,-5,-8,0,-5,0,0,0,-8,0,-5,0,0,0,0,0,0,35,968,1094,0,SLW
25,-10,-1,-12,1,16,4,2,3,2,-6,2,-5,0,0,0,10,26,3,545,359,225,0,SLW
26,-3,7,-5,3,12,5,1,0,1,0,9,0,0,0,0,42,0,42,171,336,17,0,SLW
27,-2,8,-2,2,12,1,0,0,0,0,9,0,0,0,0,11,0,61,100,17,140,0,SLW
28,0,9,0,0,10,0,0,0,0,0,9,0,0,0,0,38,0,10,473,35,307,0,SLW
29,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,86,0,0,112,82,847,0,SLW
0,-1,-1,-10,-1,-1,-8,0,0,0,-1,-1,-9,0,0,0,0,0,0,990,762,41,0,SLW
1,-10,-3,-18,7,18,12,3,5,5,-2,6,-3,0,0,0,24,1,37,271,444,278,0,SLW
2,-7,7,-4,0,14,2,1,0,0,-2,9,0,0,0,0,0,0,21,321,155,214,0,SLW
3,-4,7,-7,1,12,2,0,0,1,-2,9,0,0,0,0,4,0,3,12,58,36,0,SLW
4,-18,2,-17,3,18,7,3,3,4,-4,9,0,0,0,0,16,0,60,461,22,418,0,SLW
5,-18,1,-16,3,18,6,4,3,4,-5,8,0,0,0,0,20,0,55,699,599,173,0,SLW
6,-18,3,-17,3,19,10,4,3,4,-4,9,0,0,0,0,22,0,51,217,168,261,0,SLW
7,-18,2,-17,5,19,8,4,3,4,-4,9,0,0,0,0,25,0,58,654,59,478,0,SLW
8,-18,1,-17,5,19,8,4,3,4,-3,9,0,0,0,0,29,0,64,462,281,253,0,SLW
9,-18,1,-17,5,19,10,4,4,4,-3,9,0,0,0,0,36,0,64,240,58,863,0,SLW
10,-17,0,-17,5,19,8,4,4,4,-3,9,0,0,0,0,42,0,68,1094,391,197,0,SLW
11,-18,1,-17,7,19,9,4,4,4,-3,9,0,0,0,0,39,0,72,235,385,245,0,SLW
12,-18,1,-17,6,19,10,4,4,4,-3,9,0,0,0,0,41,0,69,208,170,477,0,SLW
13,-14,-1,-14,5,19,11,3,4,3,-2,8,-1,0,0,0,36,6,58,22,346,53,0,SLW
14,-16,-1,-16,6,19,11,3,4,4,-2,9,-1,0,0,0,36,4,59,420,401,824,0,SLW
15,-17,1,-17,6,19,9,4,4,4,-2,9,0,0,0,0,44,0,62,939,155,256,0,SLW
16,-17,-2,-17,7,19,11,4,4,4,-2,9,0,0,0,0,40,2,52,520,52,166,0,SLW
17,-17,0,-17,6,19,9,4,4,4,-2,9,0,0,0,0,46,0,60,242,398,481,0,SLW
18,-6,5,-6,3,18,1,1,1,0,-2,9,-1,0,0,0,7,0,6,22,44,1080,0,SLW
19,-14,-8,-8,2,16,3,2,6,2,-5,1,-4,0,0,0,5,3,11,480,269,239,0,SLW
20,-6,-4,-6,-6,-4,-6,0,0,0,-6,-4,-6,0,0,0,0,0,0,654,231,748,0,SLW
21,-8,-5,-10,-3,1,-4,0,1,0,-6,-3,-6,0,0,0,0,3,0,288,57,264,0,SLW
22,-7,2,-9,1,15,4,1,1,2,-1,9,-2,0,0,0,15,0,14,822,507,283,0,SLW
23,-3,8,-3,0,10,-1,0,0,0,0,9,-2,0,0,0,6,0,0,19,13,29,0,SLW
24,-1,9,-3,0,10,0,0,0,0,0,9,-2,0,0,0,4,0,0,32,15,5,0,SLW
25,-1,9,-2,0,9,-1,0,0,0,0,9,-2,0,0,0,0,0,0,268,664,139,0,SLW
26,-1,9,-2,0,9,0,0,0,0,-1,9,-2,0,0,0,0,0,0,103,402,477,0,SLW
27,-1,9,-2,0,9,-1,0,0,0,0,9,-2,0,0,0,0,0,0,766,766,14,0,SLW
28,-2,6,-2,1,11,0,0,0,0,0,9,-1,0,0,0,16,0,8,745,16,121,0,SLW
